地域ブロック,都道府県,市町村立病院名,自治体名,病院メールアドレス,自治体病院担当メールアドレス,備考
近畿,滋賀県,高島市民病院,高島市,takashima-hp@city.takashima.lg.jp,takashima-hp@city.takashima.lg.jp,病院総務課(市直営/同一)
近畿,滋賀県,東近江市立能登川病院,東近江市,なし,なし,指定管理(昴会)
近畿,滋賀県,済生会守山市民病院,守山市,なし,なし,指定管理(済生会)
近畿,滋賀県,市立野洲病院,野洲市,なし,なし,
近畿,京都府,市立福知山市民病院,福知山市,なし,なし,大江分院含む
近畿,京都府,市立舞鶴市民病院,舞鶴市,hospital@city.maizuru.lg.jp,なし,病院総務課
近畿,京都府,綾部市立病院,綾部市,なし,なし,指定管理(綾部市医療公社)
近畿,京都府,亀岡市立病院,亀岡市,なし,なし,
近畿,京都府,京丹後市立弥栄病院,京丹後市,なし,なし,
近畿,京都府,京丹後市立久美浜病院,京丹後市,なし,なし,
近畿,京都府,国保京丹波町病院,京丹波町,なし,なし,
近畿,京都府,京都中部総合医療センター,亀岡市・南丹市・京丹波町(国民健康保険南丹病院組合),なし,なし,一部事務組合立
近畿,京都府,京都山城総合医療センター,木津川市ほか(国民健康保険山城病院組合),なし,なし,一部事務組合立
近畿,大阪府,市立豊中病院,豊中市,hp-shomu@city.toyonaka.osaka.jp,hp-shomu@city.toyonaka.osaka.jp,病院総務課(市直営/同一)
近畿,大阪府,市立池田病院,池田市,なし,なし,
近畿,大阪府,八尾市立病院,八尾市,syomuka@city.yao.osaka.jp,byouinjinjikakari@city.yao.osaka.jp,企画運営課/人事係(市直営)
近畿,大阪府,市立柏原病院,柏原市,なし,なし,
近畿,大阪府,市立ひらかた病院,枚方市,なし,なし,
近畿,大阪府,泉大津市立周産期小児医療センター,泉大津市,なし,なし,旧泉大津市立病院
近畿,兵庫県,赤穂市民病院,赤穂市,なし,なし,
近畿,兵庫県,三田市民病院(三田市民・済生会病院),三田市,なし,なし,済生会と統合運営
近畿,兵庫県,西脇市立西脇病院,西脇市,なし,なし,
近畿,兵庫県,市立加西病院,加西市,なし,なし,
近畿,兵庫県,加東市民病院,加東市,なし,なし,
近畿,兵庫県,高砂市民病院,高砂市,tact5510@city.takasago.lg.jp,tact5510@city.takasago.lg.jp,事務局総務課(市直営/同一)
近畿,兵庫県,公立宍粟総合病院,宍粟市,なし,なし,
近畿,兵庫県,公立八鹿病院,養父市・香美町(公立八鹿病院組合),kaikei@hosp.yoka.hyogo.jp,なし,人事会計課
近畿,兵庫県,公立村岡病院,香美町ほか(公立八鹿病院組合),なし,なし,一部事務組合立
近畿,兵庫県,公立香住病院,香美町,なし,なし,
近畿,兵庫県,公立浜坂病院,新温泉町,なし,なし,
近畿,兵庫県,公立神崎総合病院,神河町,なし,なし,
近畿,兵庫県,公立豊岡病院(出石・日高・和田山医療センター含む),豊岡市・養父市ほか(公立豊岡病院組合),soumu@toyookahp-kumiai.or.jp,soumu@toyookahp-kumiai.or.jp,統轄管理事務所総務企画課
近畿,兵庫県,北播磨総合医療センター,三木市・小野市(北播磨総合医療センター企業団),なし,なし,企業団立
近畿,兵庫県,川西市立総合医療センター(旧市立川西病院),川西市,なし,なし,指定管理(協和会)
近畿,奈良県,市立奈良病院,奈良市,なし,なし,指定管理(地域医療振興協会)
近畿,奈良県,大和高田市立病院,大和高田市,なし,なし,
近畿,奈良県,宇陀市立病院,宇陀市,keieikikaku@city.uda.lg.jp,keieikikaku@city.uda.lg.jp,経営企画課(市直営/同一)
近畿,奈良県,南奈良総合医療センター,南和広域医療企業団,なし,なし,企業団立
近畿,奈良県,五條病院,南和広域医療企業団,なし,なし,企業団立
近畿,奈良県,吉野病院,南和広域医療企業団,なし,なし,企業団立
近畿,奈良県,国保中央病院,川西町・三宅町・田原本町・広陵町(国保中央病院組合),kikaku2@kokuho-hp.or.jp,kikaku2@kokuho-hp.or.jp,企画総務課
近畿,和歌山県,海南医療センター,海南市,なし,kenko@city.kainan.lg.jp,海南市健康課所管
近畿,和歌山県,橋本市民病院,橋本市,なし,なし,
近畿,和歌山県,有田市立病院,有田市,なし,byoinkikaku@city.arida.lg.jp,指定管理(地域医療振興協会)/経営企画課病院企画室
近畿,和歌山県,新宮市立医療センター,新宮市,なし,なし,
近畿,和歌山県,公立那賀病院,紀の川市・岩出市(公立那賀病院経営事務組合),なし,なし,一部事務組合立
近畿,和歌山県,国保野上厚生総合病院,海南市・紀美野町(国民健康保険野上厚生病院組合),なし,なし,一部事務組合立
近畿,和歌山県,ひだか病院,御坊市・美浜町・日高町・由良町・日高川町・印南町(御坊市外五ケ町病院経営事務組合),syomu@hidakagh.gobo.wakayama.jp,なし,病院庶務課
近畿,和歌山県,紀南病院,田辺市・白浜町・上富田町・みなべ町(公立紀南病院組合),なし,なし,一部事務組合立
近畿,和歌山県,国保すさみ病院,すさみ町,kokuhosusamihospital@pop.cypress.ne.jp,なし,町立国保
近畿,和歌山県,くしもと町立病院,串本町,byouin@town.kushimoto.lg.jp,juumin@town.kushimoto.lg.jp,病院/串本町住民課
近畿,和歌山県,那智勝浦町立温泉病院,那智勝浦町,なし,なし,
中国四国,鳥取県,鳥取市立病院,鳥取市,なし,なし,地方公営企業
中国四国,鳥取県,岩美町国民健康保険岩美病院,岩美町,なし,なし,
中国四国,鳥取県,国民健康保険智頭病院,智頭町,なし,なし,
中国四国,鳥取県,南部町国民健康保険西伯病院,南部町,なし,なし,
中国四国,鳥取県,日南町国民健康保険日南病院,日南町,なし,なし,
中国四国,鳥取県,日野病院組合日野病院,日野町・江府町・伯耆町(日野病院組合),なし,なし,一部事務組合立
中国四国,島根県,松江市立病院,松江市,soum@matsue-cityhospital.jp,なし,事務局(綴り要確認)
中国四国,島根県,出雲市立総合医療センター,出雲市,hs-soumu@city.izumo.shimane.jp,hs-soumu@city.izumo.shimane.jp,事務部総務(市直営/同一)
中国四国,島根県,安来市立病院,安来市,yasugihosp@city.yasugi.shimane.jp,yasugihosp@city.yasugi.shimane.jp,経営管理課(市直営/同一)
中国四国,島根県,雲南市立病院,雲南市,なし,hokeniryouseisaku@city.unnan.shimane.jp,雲南市保健医療政策課所管
中国四国,島根県,大田市立病院,大田市,なし,なし,
中国四国,島根県,公立邑智病院,邑南町・川本町・美郷町(邑智郡公立病院組合),menkai@ohchihospital.jp,なし,一部事務組合立/※面会用アドレス
中国四国,島根県,飯南町立飯南病院,飯南町,なし,なし,
中国四国,島根県,津和野共存病院,津和野町,nakano@tsuwano-hp.or.jp,なし,指定管理(橘井堂)/※事務担当者宛
中国四国,島根県,隠岐広域連合立隠岐病院,隠岐広域連合(隠岐の島町・海士町・西ノ島町・知夫村),okihos-soumu@oki-hospital.com,なし,広域連合立/総務課(要確認)
中国四国,島根県,隠岐広域連合立隠岐島前病院,隠岐広域連合(西ノ島町ほか),なし,なし,広域連合立
中国四国,岡山県,笠岡市立市民病院,笠岡市,なし,なし,
中国四国,岡山県,高梁市国民健康保険成羽病院,高梁市,なし,なし,
中国四国,岡山県,真庭市国民健康保険湯原温泉病院,真庭市,なし,なし,
中国四国,岡山県,美作市立大原病院,美作市,なし,なし,
中国四国,岡山県,備前市国民健康保険市立備前病院,備前市,なし,なし,
中国四国,岡山県,備前市国民健康保険市立吉永病院,備前市,なし,なし,
中国四国,岡山県,備前市国民健康保険市立日生病院,備前市,なし,なし,
中国四国,岡山県,鏡野町国民健康保険病院,鏡野町,なし,なし,
中国四国,岡山県,矢掛町国民健康保険病院,矢掛町,なし,なし,
中国四国,岡山県,岡山市久米南町組合立国民健康保険福渡病院,岡山市・久米南町(国民健康保険病院組合),なし,なし,一部事務組合立
中国四国,広島県,市立三次中央病院,三次市,なし,byouinkikaku@city.miyoshi.hiroshima.jp,市民病院部病院企画課
中国四国,広島県,庄原市立西城市民病院,庄原市,なし,なし,
中国四国,広島県,公立世羅中央病院,世羅町(世羅中央病院企業団),soumu@serachuo-hp.jp,soumu@serachuo-hp.jp,企業団総務課
中国四国,広島県,神石高原町立病院,神石高原町,なし,なし,指定管理(陽正会)
中国四国,広島県,安芸太田病院,安芸太田町,daihyo@akiota-hp.jp,daihyo@akiota-hp.jp,町病院事業(代表メール)
中国四国,広島県,公立下蒲刈病院,呉市,なし,なし,
中国四国,山口県,萩市民病院,萩市,なし,なし,
中国四国,山口県,山陽小野田市民病院,山陽小野田市,なし,なし,
中国四国,山口県,美祢市立病院,美祢市,byouin@city.mine.lg.jp,keiei@city.mine.lg.jp,病院事業局/経営企画室
中国四国,山口県,美祢市立美東病院,美祢市,byouin@city.mine.lg.jp,keiei@city.mine.lg.jp,病院事業局/経営企画室
中国四国,山口県,周防大島町立大島病院,周防大島町,なし,なし,
中国四国,山口県,周防大島町立東和病院,周防大島町,なし,なし,
中国四国,山口県,周南市立新南陽市民病院,周南市,なし,なし,指定管理(周南市医療公社)
中国四国,山口県,岩国市立錦中央病院,岩国市,なし,なし,
中国四国,山口県,岩国市立美和病院,岩国市,なし,なし,
中国四国,徳島県,徳島市民病院,徳島市,kanri@hosp.tokushima.tokushima.jp,kanri@hosp.tokushima.tokushima.jp,病院局総務管理課(市直営/同一)
中国四国,徳島県,つるぎ町立半田病院,つるぎ町,syomu@tsurugi.i-tokushima.jp,なし,事務局総務課
中国四国,徳島県,那賀町立上那賀病院,那賀町,なし,kenko@naka.i-tokushima.jp,那賀町保健医療福祉課所管
中国四国,徳島県,海陽町国民健康保険海南病院,海陽町,kainan-hosp@kaiyo-town.jp,なし,病院お問い合わせ用
中国四国,徳島県,三好市国民健康保険市立三野病院,三好市,なし,なし,
中国四国,香川県,高松市立みんなの病院,高松市,byoinshomu@city.takamatsu.lg.jp,keieikikaku@city.takamatsu.lg.jp,病院総務課/経営企画課
中国四国,香川県,さぬき市民病院,さぬき市,hp.somu@city.sanuki.lg.jp,hp.somu@city.sanuki.lg.jp,病院総務担当(市直営/同一)
中国四国,香川県,坂出市立病院,坂出市,なし,なし,
中国四国,香川県,三豊総合病院,観音寺市・三豊市(三豊総合病院企業団),なし,なし,企業団立/研修用residency@のみ
中国四国,香川県,小豆島中央病院,小豆島町・土庄町(小豆島中央病院企業団),s0001@scha.jp,なし,企業団立/秘書課
中国四国,香川県,三豊市立みとよ市民病院,三豊市,なし,なし,旧永康病院
中国四国,愛媛県,市立宇和島病院,宇和島市,なし,なし,宇和島市病院局
中国四国,愛媛県,宇和島市立吉田病院,宇和島市,なし,なし,宇和島市病院局
中国四国,愛媛県,宇和島市立津島病院,宇和島市,なし,なし,宇和島市病院局
中国四国,愛媛県,市立八幡浜総合病院,八幡浜市,siritubyoin@city.yawatahama.ehime.jp,siritubyoin@city.yawatahama.ehime.jp,市立病院事務局(市直営/同一)
中国四国,愛媛県,西予市立西予市民病院,西予市,なし,なし,指定管理(地域医療振興協会)
中国四国,愛媛県,市立大洲病院,大洲市,なし,なし,
中国四国,愛媛県,西条市立周桑病院,西条市,なし,なし,指定管理(専心会)
中国四国,愛媛県,鬼北町立北宇和病院,鬼北町,なし,なし,指定管理(旭川荘)
中国四国,愛媛県,愛南町国保一本松病院,愛南町,なし,なし,
中国四国,愛媛県,久万高原町立病院,久万高原町,なし,なし,1スニペットにtyouritsubyouin@kumakougen.jp出現/要確認
中国四国,高知県,土佐市立土佐市民病院,土佐市,なし,なし,
中国四国,高知県,四万十市立市民病院,四万十市,なし,なし,
中国四国,高知県,本山町立国民健康保険嶺北中央病院,本山町,なし,なし,
中国四国,高知県,いの町立国民健康保険仁淀病院,いの町,なし,なし,
中国四国,高知県,佐川町立高北国民健康保険病院,佐川町,なし,なし,
中国四国,高知県,大月町国民健康保険大月病院,大月町,なし,なし,
